iter	Logloss
181	0.1093303499
182	0.1085633653
183	0.1077500043
184	0.1068061855
185	0.1059092238
186	0.1048661625
187	0.104138291
188	0.1032934862
189	0.1025977489
190	0.1018307783
191	0.1011144925
192	0.1002443425
193	0.09944907891
194	0.09847270245
195	0.09777365619
196	0.09696035505
197	0.09641079524
198	0.09574206205
199	0.0948187442
200	0.09407360683
201	0.09309165198
202	0.09221650666
203	0.09160352601
204	0.09075693057
205	0.09004331184
206	0.08937908217
207	0.08868530206
208	0.0878456008
209	0.08700054809
210	0.08642819037
211	0.08589132959
212	0.08504925961
213	0.08430628348
214	0.08370863543
215	0.08295156367
216	0.08236178544
217	0.08173768291
218	0.0811556862
219	0.0806347431
220	0.08014747338
221	0.07961869639
222	0.0790128673
223	0.07851255489
224	0.07790984519
225	0.07734239899
226	0.07669699591
227	0.0759140702
228	0.07535560909
229	0.07477197637
230	0.07422049973
231	0.07356891871
232	0.07312622779
233	0.07258922735
234	0.07220118864
235	0.07157122041
236	0.0710730014
237	0.07056815604
238	0.06994710707
239	0.06929688075
240	0.06890760206
241	0.06819291594
242	0.06765813658
243	0.06719823761
244	0.06679881467
245	0.0661779258
246	0.06570921383
247	0.06520384425
248	0.06460896546
249	0.06422036811
250	0.06389173653
251	0.063323608
252	0.06288658575
253	0.06254548308
254	0.06211707033
255	0.06164736129
256	0.06118167744
257	0.06078301613
258	0.06043367356
259	0.05998145237
260	0.05958732451
261	0.05906568262
262	0.05881664643
263	0.05842161677
264	0.05807691239
265	0.05766178973
266	0.05734903942
267	0.05697951556
268	0.05657276549
269	0.05618165726
270	0.0558731122
271	0.05551486434
272	0.0551041659
273	0.05475847891
274	0.05439232683
275	0.05411629547
276	0.05373887288
277	0.05342456836
278	0.05312529019
279	0.05280824885
280	0.05246524482
281	0.05205339667
282	0.05176772782
283	0.05141388223
284	0.05113506217
285	0.05085483405
286	0.05055832015
287	0.05014254807
288	0.04985599438
289	0.04952182181
290	0.04930444193
291	0.04887468346
292	0.04867725492
293	0.04837159632
294	0.04812979549
295	0.04768412233
296	0.04741930313
297	0.04703014466
298	0.0466802215
299	0.04642617752
300	0.04603020616
301	0.04570296868
302	0.04537218834
303	0.04514626878
304	0.04486066527
305	0.04459718481
306	0.0443476224
307	0.04412729521
308	0.04390408005
309	0.04367456177
310	0.04338030835
311	0.04312155686
312	0.04286432965
313	0.04259323924
314	0.04222054611
315	0.04190011005
316	0.04160308688
317	0.04129109024
318	0.0410442068
319	0.04082183459
320	0.04061672678
321	0.04036028116
322	0.04013816832
323	0.03985858911
324	0.03961025821
325	0.03941226006
326	0.03915486725
327	0.03891730608
328	0.03869050068
329	0.03849912039
330	0.03823899125
331	0.03809039762
332	0.03787064702
333	0.03769932881
334	0.03749780575
335	0.03726028947
336	0.03701207777
337	0.03681348956
338	0.03659854574
339	0.03635537225
340	0.03620161272
341	0.03605065735
342	0.0358750466
343	0.03566507365
344	0.03549710178
345	0.03525963139
346	0.03506318745
347	0.03488644795
348	0.03471315456
349	0.03459604714
350	0.03437007621
351	0.03414571884
352	0.03400870796
353	0.0337318581
354	0.03358338069
355	0.03337466767
356	0.03324970191
357	0.03311931389
358	0.03298862858
359	0.03281321087
360	0.03256275664
361	0.03238954155
362	0.03220647598
363	0.0320521229
364	0.03192881909
365	0.03175137282
366	0.03159070115
367	0.03140847054
368	0.03122284672
369	0.03106778985
370	0.03094000048
371	0.03079680369
372	0.03057920883
373	0.03045159753
374	0.03032626866
375	0.03017734583
376	0.0300633234
377	0.02994932241
378	0.02982844818
379	0.02969928416
380	0.02955880175
381	0.0294296512
382	0.02928638159
383	0.0291218199
384	0.02894287728
385	0.02879999272
386	0.02865158664
387	0.02853256489
388	0.02842925932
389	0.02827757821
390	0.028143984
391	0.02801987616
392	0.02791566131
393	0.02775876941
394	0.02764041304
395	0.02746255428
396	0.02736562466
397	0.02724404315
398	0.02713022571
399	0.02703608828
400	0.02692932464
401	0.02680451152
402	0.0266614883
403	0.02649074169
404	0.02631628912
405	0.0262039835
406	0.0260683338
407	0.02591818546
408	0.02577512833
409	0.02564418865
410	0.02554796081
411	0.02543043991
412	0.02529711155
413	0.0251718171
414	0.02505095833
415	0.02492961574
416	0.02478147201
417	0.02466050751
418	0.02456411108
419	0.0244414537
420	0.02431472276
421	0.02421187955
422	0.02406877204
423	0.02399675966
424	0.02385438037
425	0.02372412502
426	0.02360087558
427	0.02348241048
428	0.02336007232
429	0.0232909429
430	0.02317459065
431	0.02307356052
432	0.02292277823
433	0.0228195759
434	0.02272858231
435	0.02260792255
436	0.02250291413
437	0.02239168937
438	0.02231133034
439	0.02222180815
440	0.0220899562
441	0.02197526838
442	0.02189384594
443	0.02180349577
444	0.02173055016
445	0.02163360009
446	0.02156674762
447	0.0214788405
448	0.02139009691
449	0.02127761222
450	0.02113456656
451	0.02106005178
452	0.02094801699
453	0.02088080989
454	0.0207959618
455	0.02072558593
456	0.02066251673
457	0.02057811655
458	0.02049644073
459	0.02038834584
460	0.02029904212
461	0.0202270013
462	0.0201442107
463	0.02004682519
464	0.01997119163
465	0.01990224028
466	0.01981534718
467	0.01972596266
468	0.01963119826
469	0.01955508587
470	0.01946136842
471	0.01939675249
472	0.01933917441
473	0.0192770918
474	0.01920853549
475	0.0191332865
476	0.01903483808
477	0.01894958498
478	0.01884923869
479	0.01878467664
480	0.01872188925
481	0.01865851879
482	0.01858442149
483	0.01852384072
484	0.01844972247
485	0.01835365375
486	0.01828013005
487	0.01819720029
488	0.01812713765
489	0.01806203591
490	0.0179526337
491	0.01787553272
492	0.01781838309
493	0.01770556971
494	0.01762743176
495	0.01754747076
496	0.01747927905
497	0.01739491878
498	0.01733419486
499	0.01726491431
500	0.01719860302
501	0.01710740492
502	0.01706768329
503	0.01700407441
504	0.0169052943
505	0.01684860206
506	0.01678612442
507	0.01673240342
508	0.01665834054
509	0.01658112285
510	0.01652581123
511	0.01647284989
512	0.01642321942
513	0.01638966225
514	0.01632424877
515	0.0162652726
516	0.01621042784
517	0.01616030807
518	0.01607990963
519	0.01601825698
520	0.01595366949
521	0.01590429689
522	0.01581203738
523	0.01574459036
524	0.01566945908
525	0.01561695612
526	0.01556670915
527	0.01551183996
528	0.01546424602
529	0.01540413811
530	0.01534105644
531	0.01529528506
532	0.01523649942
533	0.01517870935
534	0.01513527328
535	0.0150871626
536	0.01504832431
537	0.01496023014
538	0.01491286366
539	0.01483807205
540	0.01478760113
541	0.01470927115
542	0.01462677533
543	0.01458682974
544	0.01452124468
545	0.01447430415
546	0.0144179416
547	0.01437193579
548	0.01433622189
549	0.01427217607
550	0.01422051306
551	0.01414602471
552	0.01409940939
553	0.01405945882
554	0.01399085013
555	0.01394110644
556	0.0138980235
557	0.01385703845
558	0.01382070505
559	0.01378391677
560	0.0137460152
561	0.01370372234
562	0.01366176067
563	0.01361662573
564	0.01357081246
565	0.01351447884
566	0.01347341498
567	0.01341824053
568	0.01337624694
569	0.01331125742
570	0.0132320446
571	0.01316143279
572	0.01310228603
573	0.0130599403
574	0.01300744931
575	0.01296867985
576	0.01292001652
577	0.01288813128
578	0.01283878263
579	0.01279534655
580	0.01276076189
581	0.01269371939
582	0.0126525857
583	0.01261053724
584	0.0125748792
585	0.01255254666
586	0.01251829419
587	0.0124796624
588	0.01243545919
589	0.01239372696
590	0.01234740293
591	0.01231274944
592	0.01227018823
593	0.01222266413
594	0.01217752421
595	0.01214507733
596	0.01211870764
597	0.01206682317
598	0.01203034114
599	0.01199197071
600	0.01195977822
601	0.01192740317
602	0.0118588284
603	0.01183133943
604	0.0117963328
605	0.01175583556
606	0.01170208464
607	0.01165864956
608	0.01161971352
609	0.01157766107
610	0.01153052103
611	0.01149964632
612	0.01145146482
613	0.01140960091
614	0.01137154272
615	0.01134316393
616	0.01128639337
617	0.01124844491
618	0.01121463337
619	0.01116246858
620	0.01112957779
621	0.01109845568
622	0.01105959645
623	0.01101960298
624	0.0109929001
625	0.01096982736
626	0.01093692859
627	0.01091307876
628	0.01088370938
629	0.01084789671
630	0.01081720755
631	0.0107927462
632	0.01076254087
633	0.01074064027
634	0.01070428294
635	0.01067414244
636	0.01063552362
637	0.01060304981
638	0.01056798033
639	0.010544741
640	0.01051159484
641	0.01047241438
642	0.01044486058
643	0.01041317485
644	0.01036991435
645	0.01033408771
646	0.01030787464
647	0.01026453533
648	0.01023441678
649	0.0101940163
650	0.0101592042
651	0.01013055706
652	0.01010567773
653	0.01007946266
654	0.01005962903
655	0.01003722965
656	0.01000059599
657	0.009965527507
658	0.009943520175
659	0.009918927149
660	0.00988417789
661	0.009850047123
662	0.009822967162
663	0.009793395278
664	0.009773743202
665	0.009735871558
666	0.009709170673
667	0.009676297838
668	0.009651627002
669	0.009631463175
670	0.009607324042
671	0.009578816562
672	0.009530335789
673	0.009504459892
674	0.009483052098
675	0.009458100945
676	0.009436135512
677	0.00941209813
678	0.009383289385
679	0.009350372658
680	0.009320297999
681	0.009303031107
682	0.009269793163
683	0.00924879537
684	0.009208382922
685	0.009186161113
686	0.009157736431
687	0.009132976811
688	0.009101276118
689	0.009068478101
690	0.009042773785
691	0.009009948834
692	0.008975759211
693	0.008939500633
694	0.008921241162
695	0.008890109082
696	0.008872193771
697	0.008845858993
698	0.008814519419
699	0.008800246227
700	0.008785238825
701	0.008766331932
702	0.008741349855
703	0.008720231355
704	0.008698194097
705	0.008675751826
706	0.008653471161
707	0.008631833926
708	0.008611448639
709	0.008590456831
710	0.00856415597
711	0.008532637832
712	0.008505958892
713	0.008490404823
714	0.008453646464
715	0.008431689011
716	0.00841124786
717	0.008396820543
718	0.008379270342
719	0.008358703498
720	0.008335340472
721	0.008314143664
722	0.008287494153
723	0.008266636018
724	0.008240954148
725	0.008219356317
726	0.008187941428
727	0.008163918511
728	0.008150022898
729	0.008129730883
730	0.008108521106
731	0.008090829251
732	0.008074375376
733	0.008048960355
734	0.008021051415
735	0.007997769192
736	0.007980880877
737	0.007958788253
738	0.00793788473
739	0.007913526132
740	0.007896252257
741	0.007875085376
742	0.007858987633
743	0.007839893197
744	0.007817520756
745	0.007801995617
746	0.007781877677
747	0.007766204898
748	0.007741723599
749	0.0077231065
750	0.007702547636
751	0.007681583261
752	0.007658721014
753	0.007648965804
754	0.007632412172
755	0.007611712651
756	0.007595798461
757	0.007570194899
758	0.007555602485
759	0.007534937879
760	0.007511334439
761	0.007493764287
762	0.007474950168
763	0.007459687389
764	0.007447868211
765	0.007429577815
766	0.007407359
767	0.007388772825
768	0.007372865617
769	0.007353739758
770	0.007334365007
771	0.007320484856
772	0.0073054994
773	0.007282710973
774	0.007262107219
775	0.007240554778
776	0.00721923078
777	0.007190663445
778	0.007168139873
779	0.007154752021
780	0.007124276341
781	0.007111879572
782	0.007092867935
783	0.007077758282
784	0.007062288508
785	0.007044920861
786	0.007025310185
787	0.007006877137
788	0.006993864371
789	0.006977803538
790	0.006964766331
791	0.00695176753
792	0.006936850408
793	0.006921962714
794	0.006911615448
795	0.006896940734
796	0.006880226494
797	0.006863039907
798	0.006842779814
799	0.006825808202
800	0.006807071893
801	0.006791217557
802	0.00677200491
803	0.006759605148
804	0.006747931616
805	0.006731652814
806	0.00672209213
807	0.006706141528
808	0.006696179322
809	0.006682909682
810	0.006665019311
811	0.006651772116
812	0.006631253653
813	0.006611577138
814	0.006588190669
815	0.006576209886
816	0.00655458562
817	0.006543058731
818	0.006532076014
819	0.006521819027
820	0.006509501565
821	0.006496062339
822	0.006478537077
823	0.006463358093
824	0.006449164706
825	0.006436766441
826	0.006423680353
827	0.006411750945
828	0.006393711936
829	0.006379314546
830	0.006364472242
831	0.006353151848
832	0.006341663863
833	0.006324515682
834	0.00631006193
835	0.006297695587
836	0.006284593039
837	0.006266958544
838	0.006241616844
839	0.006233107096
840	0.006217643806
841	0.006208490627
842	0.006193955074
843	0.006184979962
844	0.006168296646
845	0.006152805424
846	0.006134416269
847	0.00611364193
848	0.006101997328
849	0.006090934805
850	0.006077182343
851	0.006064101243
852	0.006052673112
853	0.006038326599
854	0.006030024844
855	0.006017873477
856	0.005999910283
857	0.005980268183
858	0.00596212842
859	0.005952534815
860	0.005944345287
861	0.005930060622
862	0.00591583631
863	0.005898226255
864	0.005886653976
865	0.005871957316
866	0.005862217568
867	0.005850928598
868	0.005838294907
869	0.005825688649
870	0.005817493135
871	0.005805572207
872	0.005794383492
873	0.005782364303
874	0.005774320419
875	0.00576605308
876	0.005755538222
877	0.0057414411
878	0.00573084943
879	0.005721745132
880	0.005710737975
881	0.005698164138
882	0.005685038646
883	0.005676146332
884	0.005658283393
885	0.005646170433
886	0.005632943189
887	0.005623973563
888	0.005616887344
889	0.005607865844
890	0.00559665668
891	0.005585614607
892	0.005577671977
893	0.00556555752
894	0.005556927066
895	0.005544695395
896	0.005537653069
897	0.005518596043
898	0.005509353582
899	0.005496332336
900	0.005486934255
901	0.005477731198
902	0.005465124441
903	0.005455450034
904	0.005448583778
905	0.005425417772
906	0.005405011037
907	0.005395249343
908	0.005380173607
909	0.005371240891
910	0.005354521165
911	0.005348520798
912	0.005338219419
913	0.005325303417
914	0.005309040078
915	0.005302878104
916	0.005291265424
917	0.005282756175
918	0.005272038811
919	0.005262982396
920	0.005249085785
921	0.005241398033
922	0.005229587834
923	0.005219018609
924	0.005210824591
925	0.005204745416
926	0.005192383064
927	0.005181044714
928	0.005172042667
929	0.005165775451
930	0.005159466835
931	0.005151927222
932	0.005143511744
933	0.00513488977
934	0.005124200837
935	0.005116509593
936	0.005107275113
937	0.005091308051
938	0.005081335371
939	0.005073210186
940	0.005065533905
941	0.005059527553
942	0.00504991699
943	0.005039293896
944	0.005031224574
945	0.005023243038
946	0.005011790966
947	0.005001146424
948	0.004994725582
949	0.00498845687
950	0.004979404944
951	0.004969082118
952	0.004958901944
953	0.004953391881
954	0.004944778885
955	0.004934148808
956	0.004920263669
957	0.004913782974
958	0.004905723628
959	0.004896799391
960	0.004891050411
961	0.00488414924
962	0.004872347022
963	0.004854145409
964	0.004844750321
965	0.004836681996
966	0.004824666797
967	0.00481746087
968	0.00480587263
969	0.004795771762
970	0.004786629058
971	0.004776158592
972	0.004765427761
973	0.00476007681
974	0.004755228633
975	0.004745565698
976	0.00474064819
977	0.004734558042
978	0.00472620591
979	0.00471897654
980	0.00471023785
981	0.004704277885
982	0.004692053196
983	0.004684137999
984	0.004678863861
985	0.00466940393
986	0.004658575337
987	0.004652483693
988	0.004646733715
989	0.004637794515
990	0.004631158198
991	0.004621372063
992	0.004612487729
993	0.004604983529
994	0.004593121457
995	0.004586877184
996	0.004579170977
997	0.004571318128
998	0.004564345132
999	0.004556734692
1000	0.004549691368
1001	0.004541134236
1002	0.004531535145
1003	0.004526229583
1004	0.004515332158
1005	0.004504135962
1006	0.004498754585
1007	0.004491610507
1008	0.004481882231
1009	0.004473473238
1010	0.004466036872
1011	0.004459526748
1012	0.004453050542
1013	0.004443961207
1014	0.004437685512
1015	0.004427870447
1016	0.004420207634
1017	0.004410428482
1018	0.004405606242
1019	0.004395043002
1020	0.004387491418
1021	0.004382947998
1022	0.004374520549
1023	0.004369191046
1024	0.004360023403
1025	0.004349965929
1026	0.004343220878
1027	0.004335167019
1028	0.004327038342
1029	0.004321730287
1030	0.004311279772
1031	0.004305513334
1032	0.004298583234
1033	0.004288970177
1034	0.004280584128
1035	0.004271877361
1036	0.004265093903
1037	0.004257659533
1038	0.0042513993
1039	0.004244777448
1040	0.004239092811
1041	0.004233247565
1042	0.004226567855
1043	0.004220809897
1044	0.004213250831
1045	0.004207673931
1046	0.004200832614
1047	0.004192050281
1048	0.004184403928
1049	0.004179085648
1050	0.004173930968
1051	0.004158742258
1052	0.004153515006
1053	0.004147179705
1054	0.004140593018
1055	0.004133876148
1056	0.004123703206
1057	0.004115882279
1058	0.004107223894
1059	0.004102439062
1060	0.004093943281
1061	0.004087650377
1062	0.004081191628
1063	0.004075857137
1064	0.004064243708
1065	0.004059943195
1066	0.004054670304
1067	0.004048814833
1068	0.004040330524
1069	0.004031763167
1070	0.004022094495
1071	0.004012851785
1072	0.004007935025
1073	0.004002583825
1074	0.003996696931
1075	0.003991594873
1076	0.003987137992
1077	0.003981916974
1078	0.00397673985
1079	0.003969810248
1080	0.003963389157
1081	0.003958933274
1082	0.003953010467
1083	0.003947345782
1084	0.003942235494
1085	0.003937088795
1086	0.003930007813
1087	0.003922036003
1088	0.003915184961
1089	0.00391110117
1090	0.003902176683
1091	0.003897560191
1092	0.003888760152
1093	0.003879405963
1094	0.003873012305
1095	0.003867965612
1096	0.003863633926
1097	0.003856572147
1098	0.003850548836
1099	0.003845238287
1100	0.003840738261
1101	0.003828586395
1102	0.00381987065
1103	0.003812814856
1104	0.003808541278
1105	0.003804745784
1106	0.003799401317
1107	0.003795461176
1108	0.003790799793
1109	0.003786574348
1110	0.003781830417
1111	0.003775329769
1112	0.003769020156
1113	0.003765499991
1114	0.00376069047
1115	0.003752461038
1116	0.00374776125
1117	0.003742732762
1118	0.00373711172
1119	0.003730115531
1120	0.003722957487
1121	0.003717467875
1122	0.003711913919
1123	0.003705694586
1124	0.003699689729
1125	0.003695013882
1126	0.003688045376
1127	0.003683799231
1128	0.003672659896
1129	0.003668784098
1130	0.003662648311
1131	0.003655289506
1132	0.003649495636
1133	0.003646055026
1134	0.003641229294
1135	0.003636655947
1136	0.003630004667
1137	0.003625112597
1138	0.003620475905
1139	0.003613528347
1140	0.003607843461
1141	0.003601788228
1142	0.003596742283
1143	0.003593254289
1144	0.003588523575
1145	0.003585221378
1146	0.003582067071
1147	0.003575396338
1148	0.00356902313
1149	0.003565127381
1150	0.003558100766
1151	0.003554083812
1152	0.003549730429
1153	0.00354314823
1154	0.003537082273
1155	0.003533700769
1156	0.003529645409
1157	0.003523701155
1158	0.003519234548
1159	0.003512006175
1160	0.003504140357
1161	0.003497654424
1162	0.003488148605
1163	0.0034813437
1164	0.003477788869
1165	0.00347389287
1166	0.003466173445
1167	0.003461764946
1168	0.003455701233
1169	0.003451948136
1170	0.003448546182
1171	0.003442385705
1172	0.0034374672
1173	0.003432493828
1174	0.003426270754
1175	0.003423435169
1176	0.00341436005
1177	0.003410228875
1178	0.00340606478
1179	0.003400515812
1180	0.003395252647
1181	0.003388817091
1182	0.003383722764
1183	0.003377822653
1184	0.003371901592
1185	0.003367493342
1186	0.003361176497
1187	0.003356260485
1188	0.003353381257
1189	0.003350129437
1190	0.003346388809
1191	0.003341532153
1192	0.003334800569
1193	0.003330091053
1194	0.003324115625
1195	0.003319711615
1196	0.003314713803
1197	0.003310143698
1198	0.003306459682
1199	0.003300918695
1200	0.003293102755
1201	0.003288705229
1202	0.003282408834
1203	0.003278978948
1204	0.003274958752
1205	0.003271829633
1206	0.003266757502
1207	0.003263579003
1208	0.003258664738
1209	0.003253699097
1210	0.003245571168
1211	0.003240150637
1212	0.003234931615
1213	0.003231684284
1214	0.003226446806
1215	0.003222757802
1216	0.003217004084
1217	0.003212152415
1218	0.003205766239
1219	0.003202620411
1220	0.003196906595
1221	0.003193955042
1222	0.003190252073
1223	0.003186810964
1224	0.003181231072
1225	0.00317820146
1226	0.003174114177
1227	0.003170442382
1228	0.003164652501
1229	0.003159885875
1230	0.003156479682
1231	0.003151702582
1232	0.003148182167
1233	0.003144050243
1234	0.003140490175
1235	0.00313686701
1236	0.003131162671
1237	0.003126421234
1238	0.003121950886
1239	0.003118146164
1240	0.00311508064
1241	0.003112137567
1242	0.003108318381
1243	0.003104298683
1244	0.00310085134
1245	0.003095711624
1246	0.003092600711
1247	0.003088796987
1248	0.003085467107
1249	0.003080868322
1250	0.003076872566
1251	0.003071151518
1252	0.003068616201
1253	0.003064653863
1254	0.003061610286
1255	0.00305804498
1256	0.003055307656
1257	0.003051641596
1258	0.003048279545
1259	0.003043907956
1260	0.003040119195
1261	0.003036893561
1262	0.003033762198
1263	0.003030431819
1264	0.003025921069
1265	0.003022626105
1266	0.003018507149
1267	0.003014076953
1268	0.003010729367
1269	0.00300797633
1270	0.003004844717
1271	0.003000034199
1272	0.002997576941
1273	0.002995291265
1274	0.002990912194
1275	0.002987337661
1276	0.002983135658
1277	0.002978979544
1278	0.002975878606
1279	0.002971941208
1280	0.002967892581
1281	0.002965217854
1282	0.002962431648
1283	0.002959015729
1284	0.002955884614
1285	0.00295341364
1286	0.002949876267
1287	0.002944411593
1288	0.00294201793
1289	0.002938754638
1290	0.002935786128
1291	0.00293127039
1292	0.002927228247
1293	0.002923275387
1294	0.002918202757
1295	0.002913430146
1296	0.002902129205
1297	0.002899197355
1298	0.002895070918
1299	0.002891967985
1300	0.002889622205
1301	0.00288633996
1302	0.002882775901
1303	0.00287752371
1304	0.002873780338
1305	0.002868884777
1306	0.002865982604
1307	0.002861920261
1308	0.002859154506
1309	0.002855555283
1310	0.002849724253
1311	0.002845585596
1312	0.002842523064
1313	0.002839501932
1314	0.002835752326
1315	0.002832573827
1316	0.00282800048
1317	0.002825423514
1318	0.002822249504
1319	0.002819263785
1320	0.002814921126
1321	0.002812500279
1322	0.002810009603
1323	0.002807417674
1324	0.002804169096
1325	0.002801290616
1326	0.00279866851
1327	0.002794783983
1328	0.002791573064
1329	0.002788058883
1330	0.002783828699
1331	0.002780453431
1332	0.00277726321
1333	0.002770763062
1334	0.002764626028
1335	0.002761083168
1336	0.002756249955
1337	0.002751938469
1338	0.002749864526
1339	0.002746043345
1340	0.002743083812
1341	0.002740064425
1342	0.002736533785
1343	0.002734324922
1344	0.002731217749
1345	0.002728208837
1346	0.002725998228
1347	0.002720285908
1348	0.002717666047
1349	0.002714208479
1350	0.002712557505
1351	0.002708560253
1352	0.002703997879
1353	0.002700142032
1354	0.002697745626
1355	0.002695355455
1356	0.002691218793
1357	0.002688003883
1358	0.002684697696
1359	0.002682172105
1360	0.002678404792
1361	0.002675681433
1362	0.002672887247
1363	0.002668385226
1364	0.002665367336
1365	0.002662625273
1366	0.002660431124
1367	0.002658111281
1368	0.002654966949
1369	0.002652341601
1370	0.002649585572
1371	0.002646201824
1372	0.002643733593
1373	0.002641742449
1374	0.002639565009
1375	0.002637226961
1376	0.002634274411
1377	0.002630237256
1378	0.002625901579
1379	0.002623821652
1380	0.002620687545
1381	0.002616919733
1382	0.002614572208
1383	0.002611203672
1384	0.002606169699
1385	0.002604298262
1386	0.002601827039
1387	0.002599963084
1388	0.00259649155
1389	0.002593928052
1390	0.002590858038
1391	0.002588250148
1392	0.00258500581
1393	0.002582134562
1394	0.002579838661
1395	0.002576654925
1396	0.002573288135
1397	0.002568236455
1398	0.002565796904
1399	0.002563958387
1400	0.002560756695
1401	0.002556498579
1402	0.002553059466
1403	0.002550965573
1404	0.002548915322
1405	0.002544142212
1406	0.002541443793
1407	0.0025382835
1408	0.002534792513
1409	0.002531540942
1410	0.002528777681
1411	0.002526784292
1412	0.002522935428
1413	0.002520979199
1414	0.002518195238
1415	0.002515068862
1416	0.002513031082
1417	0.002510996543
1418	0.00250690153
1419	0.002504665981
1420	0.00250228828
1421	0.002499332987
1422	0.002497620164
1423	0.002493197449
1424	0.002488387429
1425	0.002485713201
1426	0.002482835967
1427	0.002481016155
1428	0.002476549049
1429	0.002473734662
1430	0.002469935926
1431	0.002467408589
1432	0.002465260578
1433	0.002462380102
1434	0.002458746962
1435	0.002454592593
1436	0.002452792982
1437	0.00244908652
1438	0.002446227493
1439	0.002444105667
1440	0.002440071006
1441	0.002437151626
1442	0.002432568801
1443	0.002430201325
1444	0.002428300959
1445	0.002425511013
1446	0.00242139106
1447	0.002418576424
1448	0.00241612989
1449	0.00241366141
1450	0.002410512589
1451	0.002407345313
1452	0.002405266383
1453	0.002402806631
1454	0.002401107275
1455	0.00239898545
1456	0.002395509925
1457	0.002392397765
1458	0.002390346517
1459	0.002388035902
1460	0.00238492424
1461	0.002380756404
1462	0.00237875304
1463	0.002376398282
1464	0.00237315145
1465	0.002369966218
1466	0.002366432086
1467	0.002362721136
1468	0.002360312011
1469	0.00235783555
1470	0.002356139187
1471	0.002354085196
1472	0.002352287829
1473	0.00235053635
1474	0.002349086885
1475	0.002346051787
1476	0.002343837686
1477	0.002341708878
1478	0.002339251869
1479	0.002336737002
1480	0.002334223632
1481	0.0023326577
1482	0.002330932158
1483	0.00232871706
1484	0.002325883969
1485	0.00232343569
1486	0.00232142609
1487	0.002319475098
1488	0.002316583649
1489	0.002313946082
1490	0.002311965661
1491	0.002308065422
1492	0.00230608176
1493	0.002304050214
1494	0.002301770274
1495	0.002299382098
1496	0.002297519889
1497	0.002295852456
1498	0.002293805448
1499	0.002290643907
