iter	Passed	Remaining
579	2060	5043
580	2063	5040
581	2067	5036
582	2070	5032
583	2075	5031
584	2079	5029
585	2082	5025
586	2085	5020
587	2089	5017
588	2092	5013
589	2096	5010
590	2099	5006
591	2103	5004
592	2107	5000
593	2110	4996
594	2113	4991
595	2116	4986
596	2121	4984
597	2124	4980
598	2127	4976
599	2130	4971
600	2135	4970
601	2139	4967
602	2142	4963
603	2145	4958
604	2149	4956
605	2153	4952
606	2156	4948
607	2159	4944
608	2162	4939
609	2166	4936
610	2169	4933
611	2173	4929
612	2176	4924
613	2179	4920
614	2184	4918
615	2187	4914
616	2190	4909
617	2192	4904
618	2195	4899
619	2198	4894
620	2202	4889
621	2205	4885
622	2208	4880
623	2211	4876
624	2214	4871
625	2217	4867
626	2221	4864
627	2224	4860
628	2228	4857
629	2232	4854
630	2235	4851
631	2239	4847
632	2243	4845
633	2247	4841
634	2250	4838
635	2254	4835
636	2258	4832
637	2263	4831
638	2266	4827
639	2269	4823
640	2273	4819
641	2278	4819
642	2281	4814
643	2284	4810
644	2288	4807
645	2292	4804
646	2295	4800
647	2298	4796
648	2302	4792
649	2305	4787
650	2308	4783
651	2311	4778
652	2314	4774
653	2318	4771
654	2321	4767
655	2325	4763
656	2328	4759
657	2331	4754
658	2334	4750
659	2337	4746
660	2340	4741
661	2343	4737
662	2346	4732
663	2350	4729
664	2354	4725
665	2357	4721
666	2360	4717
667	2363	4713
668	2366	4708
669	2369	4704
670	2372	4699
671	2375	4695
672	2379	4691
673	2382	4687
674	2385	4683
675	2388	4678
676	2392	4675
677	2396	4673
678	2400	4670
679	2404	4667
680	2408	4664
681	2411	4661
682	2415	4658
683	2420	4656
684	2424	4653
685	2428	4650
686	2432	4648
687	2435	4645
688	2439	4642
689	2443	4638
690	2447	4636
691	2450	4632
692	2454	4628
693	2457	4625
694	2461	4621
695	2464	4617
696	2467	4613
697	2472	4611
698	2476	4608
699	2479	4605
700	2483	4601
701	2486	4598
702	2490	4594
703	2493	4590
704	2497	4586
705	2500	4583
706	2504	4580
707	2508	4576
708	2511	4573
709	2514	4568
710	2518	4565
711	2521	4561
712	2524	4557
713	2527	4553
714	2532	4550
715	2535	4547
716	2539	4543
717	2542	4539
718	2545	4535
719	2549	4531
720	2552	4528
721	2555	4524
722	2559	4520
723	2562	4516
724	2567	4514
725	2571	4512
